date,open,close,high,low,volume
1452405304,2932.59,2932.59,2932.7,2932.01,1155.89
1452405351,2932.1,2932.22,2932.65,2932.04,608.159
1452405393,2932.44,2932.31,2932.5,2931.96,666.854
1452405410,2932.32,2932.24,2932.51,2932.07,652.615
1452405460,2931.37,2930.75,2931.45,2930.38,1487.7
1452405491,2929.08,2928.98,2929.41,2928.54,1218.06
1452405522,2930.45,2930.93,2931.0,2930.35,780.263
1452405549,2931.3,2931.35,2931.61,2931.02,902.307
1452405572,2931.01,2929.9,2931.02,2929.64,565.419
1452405596,2929.96,2931.0,2931.0,2929.84,741.744
1452405629,2930.97,2931.17,2931.25,2930.56,948.593
1452405674,2930.95,2930.6,2930.95,2930.05,1191.8
1452405692,2930.0,2929.77,2930.48,2929.75,539.085
1452405719,2929.63,2930.23,2930.53,2929.58,873.716
1452405736,2930.05,2929.86,2930.53,2929.74,633.73
1452405778,2930.41,2929.73,2930.79,2929.73,829.495
1452405797,2929.91,2929.78,2930.0,2929.31,1299.65
1452405853,2929.2,2928.29,2929.2,2928.13,1102.61
1452405881,2926.86,2927.39,2928.37,2926.79,1919.17
1452405904,2928.7,2928.98,2929.75,2928.7,783.202
1452405928,2928.69,2929.1,2929.48,2928.61,840.952
1452405951,2929.01,2928.69,2929.33,2928.46,1082.07
1452405984,2928.57,2927.87,2928.62,2927.54,882.435
1452406025,2927.52,2927.21,2927.57,2926.35,1048.79
1452406047,2927.0,2927.69,2928.0,2927.0,888.121
1452406089,2928.66,2927.9,2928.98,2927.89,906.912
1452406109,2928.01,2928.56,2928.73,2927.98,628.689
1452406144,2927.68,2927.99,2928.0,2927.29,1102.98
1452406168,2928.3,2928.32,2928.51,2927.94,664.625
1452406199,2928.25,2928.02,2928.45,2927.88,848.089
1452406238,2928.03,2928.95,2929.51,2927.88,1308.34
1452406264,2929.34,2929.54,2929.67,2929.12,654.001
1452406320,2930.38,2930.04,2931.0,2929.84,970.568
1452406334,2930.23,2929.92,2930.23,2929.6,908.971
1452406382,2929.61,2929.73,2929.87,2929.03,1143.34
1452406396,2929.03,2929.43,2929.87,2929.03,1048.07
1452406434,2929.45,2929.2,2929.57,2929.02,1338.15
1452406476,2928.81,2928.55,2928.89,2928.1,1109.69
1452406500,2929.19,2929.74,2929.75,2928.92,688.581
1452406520,2929.51,2928.99,2929.64,2928.81,635.358
1452406547,2928.85,2929.18,2929.43,2928.75,607.918
1452406591,2929.04,2928.69,2929.13,2928.24,716.431
1452406611,2928.81,2928.94,2929.43,2928.76,619.495
1452406660,2926.79,2927.88,2927.88,2926.5,1033.49
1452406690,2927.0,2927.1,2927.43,2926.83,703.425
1452406700,2927.04,2926.78,2927.31,2926.78,682.582
1452406743,2926.31,2926.72,2927.08,2926.1,1411.91
1452406776,2927.63,2927.3,2927.89,2927.16,1049.34
1452406799,2927.4,2927.78,2927.89,2927.33,1005.77
1452406831,2927.36,2927.94,2927.98,2927.19,1554.66
1452406853,2927.85,2927.87,2928.0,2927.37,936.111
1452406879,2927.81,2927.69,2927.98,2927.32,716.955
1452406905,2927.89,2927.49,2927.98,2927.23,984.124
1452406954,2926.42,2926.79,2926.95,2926.0,1150.54
1452406986,2926.9,2927.72,2928.0,2926.84,1053.39
1452407015,2928.19,2927.25,2928.4,2927.25,651.614
1452407031,2927.44,2927.53,2927.87,2927.21,668.399
1452407074,2927.47,2927.55,2927.81,2927.01,1140.99
1452407100,2928.1,2928.88,2928.9,2927.68,1098.15
1452407134,2929.49,2928.7,2929.7,2928.59,1220.05
1452407166,2929.34,2928.94,2929.8,2928.6,1296.4
1452407192,2927.97,2928.21,2928.7,2927.82,1138.19
1452407200,2928.67,2928.27,2928.7,2928.01,623.264
1452407236,2928.28,2928.0,2928.52,2927.82,1095.91
1452407286,2927.55,2927.51,2927.79,2927.0,839.674
1452407313,2927.22,2927.3,2928.04,2927.13,1406.05
1452407331,2927.42,2927.3,2927.77,2927.16,686.132
1452407361,2927.25,2927.15,2927.49,2927.02,663.587
